@relation forestFires
@attribute X integer [1, 9]
@attribute Y integer [2, 9]
@attribute Month integer [1, 12]
@attribute Day integer [1, 7]
@attribute FFMC real [18.7, 96.2]
@attribute DMC real [1.1, 291.3]
@attribute DC real [7.9, 860.6]
@attribute ISI real [0.0, 56.1]
@attribute Temp real [2.2, 33.3]
@attribute RH integer [15, 100]
@attribute Wind real [0.4, 9.4]
@attribute Rain real [0.0, 6.4]
@attribute Area real [0.0, 1090.84]
@inputs X, Y, Month, Day, FFMC, DMC, DC, ISI, Temp, RH, Wind, Rain
@outputs Area
@data
5, 4, 2, 5, 85.2, 4.9, 15.8, 6.3, 7.5, 46, 8, 0, 24.24
7, 4, 8, 5, 94.8, 227, 706.7, 12, 23.3, 34, 3.1, 0, 0
5, 4, 8, 2, 88.8, 147.3, 614.5, 9, 17.3, 43, 4.5, 0, 0
8, 6, 8, 3, 85.6, 90.4, 609.6, 6.6, 17.4, 50, 4, 0, 2.69
4, 3, 9, 2, 90.3, 80.7, 730.2, 6.3, 17.8, 63, 4.9, 0, 0
4, 3, 9, 6, 92.2, 102.3, 751.5, 8.4, 23.5, 27, 4, 0, 3.33
3, 5, 9, 4, 90.7, 136.9, 822.8, 6.8, 12.9, 39, 2.7, 0, 2.18
1, 5, 9, 7, 93.5, 149.3, 728.6, 8.1, 27.8, 27, 3.1, 0, 95.18
6, 3, 3, 6, 90.6, 50.1, 100.4, 7.8, 15.2, 31, 8.5, 0, 1.94
2, 5, 9, 1, 91.6, 108.4, 764, 6.2, 19.3, 44, 2.2, 0, 3.93
6, 5, 8, 6, 90.2, 96.9, 624.2, 8.9, 14.7, 59, 5.8, 0, 0
6, 4, 3, 6, 90.8, 41.9, 89.4, 7.9, 13.3, 42, 0.9, 0, 7.4
7, 4, 8, 1, 91.5, 238.2, 730.6, 7.5, 17.7, 65, 4, 0, 0
6, 5, 6, 5, 92.5, 56.4, 433.3, 7.1, 23.2, 39, 5.4, 0, 1.19
1, 3, 9, 7, 92.4, 124.1, 680.7, 8.5, 23.9, 32, 6.7, 0, 5.33
8, 6, 8, 7, 91.4, 142.4, 601.4, 10.6, 18.2, 43, 4.9, 0, 0
8, 6, 8, 4, 94.8, 222.4, 698.6, 13.9, 27.5, 27, 4.9, 0, 746.28
3, 5, 3, 2, 88.1, 25.7, 67.6, 3.8, 14.9, 38, 2.7, 0, 0
8, 6, 3, 5, 91.7, 35.8, 80.8, 7.8, 17.4, 24, 5.4, 0, 0
6, 5, 5, 6, 85.1, 28, 113.8, 3.5, 11.3, 94, 4.9, 0, 0
1, 2, 9, 2, 91, 129.5, 692.6, 7, 18.8, 40, 2.2, 0, 212.88
6, 6, 7, 1, 94.2, 62.3, 442.9, 11, 23, 36, 3.1, 0, 0
6, 5, 9, 5, 92.4, 117.9, 668, 12.2, 19.6, 33, 6.3, 0, 19.23
6, 3, 9, 1, 91.5, 130.1, 807.1, 7.5, 12.2, 66, 4.9, 0, 6.1
1, 4, 8, 5, 90.6, 269.8, 811.2, 5.5, 22.2, 45, 3.6, 0, 0
2, 4, 8, 5, 91, 166.9, 752.6, 7.1, 25.9, 41, 3.6, 0, 0
2, 3, 9, 1, 91.6, 108.4, 764, 6.2, 18, 51, 5.4, 0, 0
2, 4, 8, 7, 92, 203.2, 664.5, 8.1, 24.9, 42, 5.4, 0, 2.44
1, 3, 3, 1, 87.6, 52.2, 103.8, 5, 8.3, 72, 3.1, 0, 0
2, 5, 8, 4, 87.5, 77, 694.8, 5, 22.3, 46, 4, 0, 0
6, 5, 8, 5, 63.5, 70.8, 665.3, 0.8, 17, 72, 6.7, 0, 0
1, 4, 9, 6, 92.2, 102.3, 751.5, 8.4, 24.2, 27, 3.1, 0, 0
3, 4, 8, 6, 91.8, 170.9, 692.3, 13.7, 20.6, 59, 0.9, 0, 0
7, 4, 9, 4, 89.7, 287.2, 849.3, 6.8, 19.4, 45, 3.6, 0, 0
8, 6, 8, 1, 91.1, 103.2, 638.8, 5.8, 23.4, 22, 2.7, 0, 0
4, 3, 5, 5, 89.6, 25.4, 73.7, 5.7, 18, 40, 4, 0, 38.48
4, 4, 12, 1, 85.4, 25.4, 349.7, 2.6, 4.6, 21, 8.5, 0, 22.03
8, 6, 3, 5, 91.7, 33.3, 77.5, 9, 8.3, 97, 4, 0.2, 0
2, 5, 7, 6, 91.6, 104.2, 474.9, 9, 18.7, 53, 1.8, 0, 0
4, 4, 3, 1, 87.2, 23.9, 64.7, 4.1, 11.8, 35, 1.8, 0, 0
5, 4, 9, 1, 91.8, 78.5, 724.3, 9.2, 19.1, 38, 2.7, 0, 0
3, 5, 3, 2, 88.1, 25.7, 67.6, 3.8, 15.5, 27, 6.3, 0, 0
7, 5, 3, 5, 86.2, 26.2, 94.3, 5.1, 8.2, 51, 6.7, 0, 0
7, 5, 9, 2, 91, 129.5, 692.6, 7, 20.7, 37, 2.2, 0, 17.2
6, 5, 8, 4, 95.2, 131.7, 578.8, 10.4, 27.4, 22, 4, 0, 0.9
4, 3, 7, 4, 93.5, 85.3, 395, 9.9, 27.2, 28, 1.3, 0, 1.76
3, 6, 9, 1, 90.9, 126.5, 686.5, 7, 15.6, 66, 3.1, 0, 0
4, 5, 3, 5, 91.7, 33.3, 77.5, 9, 17.2, 26, 4.5, 0, 0
4, 4, 12, 1, 85.4, 25.4, 349.7, 2.6, 4.6, 21, 8.5, 0, 9.77
4, 4, 8, 3, 95.1, 141.3, 605.8, 17.7, 28.7, 33, 4, 0, 0
9, 5, 6, 3, 93.3, 49.5, 297.7, 14, 28, 34, 4.5, 0, 8.16
2, 2, 9, 6, 92.5, 121.1, 674.4, 8.6, 18.2, 46, 1.8, 0, 200.94
6, 5, 3, 4, 91.3, 20.6, 43.5, 8.5, 13.3, 27, 3.6, 0, 6.61
4, 3, 9, 5, 90.3, 290, 855.3, 7.4, 19.9, 44, 3.1, 0, 7.8
9, 6, 8, 4, 91.6, 248.4, 753.8, 6.3, 20.5, 58, 2.7, 0, 42.87
2, 5, 8, 6, 93.7, 231.1, 715.1, 8.4, 18.9, 64, 4.9, 0, 0
4, 6, 3, 1, 87.2, 23.9, 64.7, 4.1, 14, 39, 3.1, 0, 0
6, 4, 4, 6, 86.3, 27.4, 97.1, 5.1, 9.3, 44, 4.5, 0, 0
7, 4, 8, 7, 91.6, 181.3, 613, 7.6, 19.3, 61, 4.9, 0, 0
3, 4, 9, 5, 94.3, 85.1, 692.3, 15.9, 19.8, 50, 5.4, 0, 0
4, 4, 9, 5, 92.1, 99, 745.3, 9.6, 20.8, 35, 4.9, 0, 1.26
8, 5, 8, 3, 93.1, 157.3, 666.7, 13.5, 24, 36, 3.1, 0, 0.24
2, 2, 3, 7, 89.3, 51.3, 102.2, 9.6, 5.5, 59, 6.3, 0, 0
7, 4, 3, 7, 90.7, 44, 92.4, 5.5, 11.5, 60, 4, 0, 8.24
3, 5, 3, 1, 87.6, 52.2, 103.8, 5, 9, 49, 2.2, 0, 0
4, 4, 8, 2, 93.7, 102.2, 550.3, 14.6, 22.1, 54, 7.6, 0, 0.79
8, 6, 8, 1, 91.5, 145.4, 608.2, 10.7, 8, 86, 2.2, 0, 0
3, 5, 8, 6, 93.5, 139.4, 594.2, 20.3, 17.6, 52, 5.8, 0, 0
4, 3, 9, 2, 91.9, 111.7, 770.3, 6.5, 15.9, 53, 2.2, 0, 2.93
2, 5, 8, 7, 94.9, 130.3, 587.1, 14.1, 33.1, 25, 4, 0, 26.43
8, 6, 8, 7, 81.6, 56.7, 665.6, 1.9, 27.8, 35, 2.7, 0, 0
5, 6, 3, 6, 90.6, 50.1, 100.4, 7.8, 15.1, 64, 4, 0, 13.99
2, 4, 8, 7, 91.6, 181.3, 613, 7.6, 20.9, 50, 2.2, 0, 16
2, 2, 8, 3, 92.1, 111.2, 654.1, 9.6, 18.4, 45, 3.6, 0, 1.63
